#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
COLONIAL_RANGE;植民範囲：§G+$VAL$§W;;;;;;;;;;;;x
MODIFIER_LOCAL_SHIP_BUILD;地方船舶の建造時間;;;;;;;;;;;;x
CB_ALLOWED_ANNEX;併合の受け入れ;;;;;;;;;;;;x
CB_ALLOWED_ADD_TO_SPHERE;影響圏へ編入;;;;;;;;;;;;x
CB_ALLOWED_RELEASE_PUPPET;傀儡国家の開放;;;;;;;;;;;;x
CB_ALLOWED_STATUS_QUO;原状維持に戻る;;;;;;;;;;;;x
CB_ALLOWED_TRANSFER_PROVINCES;州の割譲;;;;;;;;;;;;x
CB_ALLOWED_PRESTIGE;威信の低減;;;;;;;;;;;;x
CB_ALLOWED_CONCESSION;敗北の受け入れ;;;;;;;;;;;;x
MAINTENANCE_DESC;保全に必要な物資は次の通り：;;;;;;;;;;;;x
MISSING_MAINTENANCE;保全に必要な物資が不足しているため工場の生産力が§R$PERC$§Wにまで低下しています;;;;;;;;;;;;x
PROCEED;続行;;;;;;;;;;;;x
ENDGAME_HEADLINE;ゲーム終了;;;;;;;;;;;;x
ENDGAME_DESC;百年の節目を経て、私達は近代に入りました。世界は大きくその姿を変えましたがあなたの国はどうでしたか？;;;;;;;;;;;;x
NEEDS_BOUGHT;推定される今日の需要は次の通り：;;;;;;;;;;;;x
TOTAL_NEEDS_BOUGHT;推定される需要コストは次の通り：;;;;;;;;;;;;x
TOTAL_SOLD_FOR;昨日、我々は$NUM$の§Y$GOOD$§Wを$CASH$¤で売却しました。;;;;;;;;;;;;x
COULDNT_AFFORD;昨日、工場は十分な原材料を購入できませんでした。;;;;;;;;;;;;x
INPUT_LACKING;工場の需要を满たすのに必要な量の§Y$GOOD$§Wが市場にありません;;;;;;;;;;;;x
OUTPUT_WASTED;昨日、$PRODUCED$の内$NUM$の§Y$GOOD$§W$が売れ残りました;;;;;;;;;;;;x
TRADE_CONFIRM_DESC;手動で貿易をした場合は購入資金を用意するために借款を行う事があります。;;;;;;;;;;;;x
BUDGET_TAX_EFFICIENCY;徴税効率：§Y$VALUE$％§W;;;;;;;;;;;;x
BUDGET_TAX_EFFECT;実行税率：§Y$VALUE$％§W;;;;;;;;;;;;x
LEADERSHIP_EFFECT;統率値：§G$VALUE$§W\n;;;;;;;;;;;;x
