#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
RECRUITED_PERCENTAGE_LESS_THAN;右記未満 §Y$VAL$§W% 採用された可能性のある兵士の数。\n;;;;;;;;;;;;x
RECRUITED_PERCENTAGE_MORE_THAN;右記以上 §Y$VAL$§W% 採用された可能性のある兵士の数。\n;;;;;;;;;;;;x
SEPARATISM_TECH;分離主義;;;;;;;;;;;;x
INC_RES_TECH;研究点;;;;;;;;;;;;x
TOTAL_POPS_NOT_TR;$WHERE$のPOPが§Y$VAL$§W未満\n;;;;;;;;;;;;x
TOTAL_POPS_TR;$WHERE$のPOPが§Y$VAL$§W以上\n;;;;;;;;;;;;x
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;行政費よりも§Y教育費§Wに支出が割かれています。\n;;;;;;;;;;;;x
IS_CRIME_HIGHER_THAN_EDU_TR;教育費よりも§Y行政費§Wに支出が割かれています。\n;;;;;;;;;;;;x
ANY_AT_WAR_STARTS;交戦国;;;;;;;;;;;;x
REBEL_POWER_LESS_THAN;反乱の驚異は§Y$VAL$§W％未満です。;;;;;;;;;;;;x
REBEL_POWER_MORE_THAN;反乱の驚異は§Y$VAL$§W％以上です。;;;;;;;;;;;;x
POP_TYPE_PERC_NOT;$NAME$は§Y$VAL$§W未満です。\n;;;;;;;;;;;;x
POP_TYPE_PERC;$NAME$は§Y$VAL$§W以上です。\n;;;;;;;;;;;;x
MAJORITY_IS;国民の大多数は;;;;;;;;;;;;x
MAJORITY_IS_NOT;国民の大多数は非;;;;;;;;;;;;x
ICL;アイスランド;;;;;;;;;;;;x
ICL_ADJ;アイスランド;;;;;;;;;;;;x
ISR;イスラエル;;;;;;;;;;;;x
ISR_ADJ;イスラエル;;;;;;;;;;;;x
BYZ;ビザンツ帝国;;;;;;;;;;;;x
BYZ_ADJ;ビザンツ;;;;;;;;;;;;x
BYZ_conservative;国民党;;;;;;;;;;;;x
BYZ_reactionary;パレオゴロス党;;;;;;;;;;;;x
BYZ_liberal;自由党;;;;;;;;;;;;x
BYZ_anarcho_liberal;新党;;;;;;;;;;;;x
BYZ_socialist;ビザンツ社会党;;;;;;;;;;;;x
BYZ_communist;ビザンツ共産党;;;;;;;;;;;;x
BYZ_fascist;自由思想者党;;;;;;;;;;;;x
ISR_conservative;へルート;;;;;;;;;;;;x
ISR_reactionary;統一宗教戦線;;;;;;;;;;;;x
ISR_liberal;進歩党;;;;;;;;;;;;x
ISR_anarcho_liberal;汎ユダヤ主義;;;;;;;;;;;;x
ISR_socialist;エレツ・イスラエル労働者党;;;;;;;;;;;;x
ISR_communist;イスラエル共産党;;;;;;;;;;;;x
ISR_fascist;ブリット・ハ＝ビリニウム;;;;;;;;;;;;x
ICL_conservative;独立党;;;;;;;;;;;;x
ICL_reactionary;市民党;;;;;;;;;;;;x
ICL_liberal;進歩党;;;;;;;;;;;;x
ICL_anarcho_liberal;ベスト党;;;;;;;;;;;;x
ICL_socialist;人民党;;;;;;;;;;;;x
ICL_communist;アイスランド共産党;;;;;;;;;;;;x
ICL_fascist;国民党;;;;;;;;;;;;x
ANY_CORE_LIMITED;次のいずれかの中核州において\n;;;;;;;;;;;;x
ANY_CORE_NORMAL;全ての中核州が次を手にします\n;;;;;;;;;;;;x
POLITICS_NOT_BEFORE;§Y$DATE$§Wより前に与党を変更することはできません。;;;;;;;;;;;;x
POLITICS_NOT_ACCEPTED;現在の政体は§Y$WHICH$§W党を許可していません。;;;;;;;;;;;;x
RELEASE_PRESTIGE;威信：;;;;;;;;;;;;x
RELEASE_INFAMY;汚名：;;;;;;;;;;;;x
PROV3247;西ハワイ;;;;;;;;;;;;x
PROV3248;西マゼラン海峡;;;;;;;;;;;;x
EVTDESC1002;経済的な自由の不足と議会改革のペースに不満を持つ自由主義グループが、$COUNTRY_ADJ$politicsで新しい派閥を結成しました。無政府資本主義は自由主義イデオロギーの改革の最前線であり、彼らはその思想や$COUNTRY$と海外の自由貿易を推し進めるために必要とあればどんな手段でも取ります。;;;;;;;;;;;;x
SOMEONE_HAS_ADDED_STATUS_QUO;他国が戦争目的に§Y現状維持§Wを追加した場合、我々は戦争目的を追加することができません。;;;;;;;;;;;;x
NO_INTERVENTION_NOT_ENOUGH_OPINION;介入するためには、戦争目的の対象国が我が国に対して§Y$REQLEVEL$§W以上の評価を持っている必要があります;;;;;;;;;;;;x
peking_convention_title;北京条約;;;;;;;;;;;;x
