#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
LEDGER_COUNTRY_NAME;国名;;;;;;;;;;;;x
LEDGER_COUNTRY_MILSCORE;軍事点;;;;;;;;;;;;x
LEDGER_COUNTRY_INDSCORE;工業点;;;;;;;;;;;;x
LEDGER_COUNTRY_PRESTIGE;威信;;;;;;;;;;;;x
LEDGER_COUNTRY_TOTALSCORE;総合点;;;;;;;;;;;;x
LEDGER_HEADER_PROVINCES;州;;;;;;;;;;;;x
LEDGER_PROVINCE_NAME;州;;;;;;;;;;;;x
LEDGER_PROVINCE_TOTALPOP;POP総数;;;;;;;;;;;;x
LEDGER_PROVINCE_AVGMIL;平均闘争性;;;;;;;;;;;;x
LEDGER_PROVINCE_AVGCON;平均政治意識;;;;;;;;;;;;x
LEDGER_PROVINCE_AVGLIT;平均識字率;;;;;;;;;;;;x
LEDGER_PROVINCE_RELIGION;宗教;;;;;;;;;;;;x
LEDGER_PROVINCE_CULTURE;文化;;;;;;;;;;;;x
LEDGER_PROVINCE_ISSUE;関心事;;;;;;;;;;;;x
LEDGER_PROVINCE_IDEOLOGY;イデオロギー;;;;;;;;;;;;x
LEDGER_HEADER_PROVINCE_POPS;州の人口;;;;;;;;;;;;x
LEDGER_HEADER_ARMY;陸軍;;;;;;;;;;;;x
LEDGER_ARMY_NAME;陸軍;;;;;;;;;;;;x
LEDGER_ARMY_INFANTRY;歩兵;;;;;;;;;;;;x
LEDGER_ARMY_CAVALRY;騎兵;;;;;;;;;;;;x
LEDGER_ARMY_ARTILLERY;砲兵;;;;;;;;;;;;x
LEDGER_HEADER_GOODS_PRICEHISTORY;価格履歴;;;;;;;;;;;;x
LEDGER_COUNTRY_STATUS;国家の状態;;;;;;;;;;;;x
LEDGER_HEADER_COUNTRYCOMPARE;国家間比較;;;;;;;;;;;;x
LEDGER_COUNTRY_TOTAL_POP;総人口;;;;;;;;;;;;x
LEDGER_COUNTRY_PROVCOUNT;州;;;;;;;;;;;;x
LEDGER_COUNTRY_FACTORYCOUNT;工場;;;;;;;;;;;;x
LEDGER_COUNTRY_LITERACY;識字率;;;;;;;;;;;;x
LEDGER_COUNTRY_LEADERSHIP;統率値;;;;;;;;;;;;x
LEDGER_COUNTRY_DIVISIONS;連隊;;;;;;;;;;;;x
LEDGER_COUNTRY_SHIPS;艦船;;;;;;;;;;;;x
LEDGER_HEADER_COUNTRYPARTY;政治体制;;;;;;;;;;;;x
LEDGER_COUNTRY_GOVERNMENT;政府;;;;;;;;;;;;x
LEDGER_COUNTRY_NATIONALVALUE;国民性;;;;;;;;;;;;x
LEDGER_COUNTRY_RULINGPARTY;与党;;;;;;;;;;;;x
LEDGER_COUNTRY_RULINGIDEOLOGY;与党のイデオロギー;;;;;;;;;;;;x
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;政治改革;;;;;;;;;;;;x
LEDGER_HEADER_COUNTRYSOCIALREFORMS;社会改革;;;;;;;;;;;;x
LEDGER_HEADER_COUNTRY_POPS;総人口;;;;;;;;;;;;x
LEDGER_HEADER_PROVINCEPRODUCTION;州の生産物;;;;;;;;;;;;x
LEDGER_STATE_NAME;ステート;;;;;;;;;;;;x
LEDGER_GOODS;産品;;;;;;;;;;;;x
LEDGER_OUTPUT;生産量;;;;;;;;;;;;x
LEDGER_INCOME;収入;;;;;;;;;;;;x
LEDGER_EMPLOYED;雇用;;;;;;;;;;;;x
LEDGER_LEVEL;レベル;;;;;;;;;;;;x
LEDGER_HEADER_FACTORYPRODUCTION;工場生産物;;;;;;;;;;;;x
BUDGET;予算;;;;;;;;;;;;x
BUDGET_TAX_POOR;税(下層階級);;;;;;;;;;;;x
BUDGET_TAX_POOR_DESC;;;;;;;;;;;;;x
BUDGET_TAX_MIDDLE;税(中産階級);;;;;;;;;;;;x
BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;;;x
BUDGET_TAX_RICH;税(富裕階級);;;;;;;;;;;;x
BUDGET_TAX_RICH_DESC;;;;;;;;;;;;;x
BUDGET_TOTAL_FUNDS;総資金額;;;;;;;;;;;;x
BUDGET_TOTAL_DEBT;総借款額;;;;;;;;;;;;x
BUDGET_TAKE_LOAN;融資を受ける;;;;;;;;;;;;x
BUDGET_REPAY_LOAN;借款返済;;;;;;;;;;;;x
BUDGET_DAILY_INCOME;日毎の収入;;;;;;;;;;;;x
BUDGET_DAILY_EXPENSES;日毎の支出;;;;;;;;;;;;x
BUDGET_MILITARY_COST;軍事費;;;;;;;;;;;;x
BUDGET_NATIONAL_STOCKPILE;国家備蓄購入費;;;;;;;;;;;;x
BUDGET_INDUSTRIAL_SUBSIDIES;工業助成金;;;;;;;;;;;;x
BUDGET_TARIFFS;関税;;;;;;;;;;;;x
BUDGET_DAILY_BALANCE;日毎の収支バランス;;;;;;;;;;;;x
BUDGET_GOLD_DESC;;;;;;;;;;;;;x
BUDGET_MIL_COST_DESC;;;;;;;;;;;;;x
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;;;x
BUDGET_IND_SUP_DESC;;;;;;;;;;;;;x
BUDGET_EDUCATION_DESC;;;;;;;;;;;;;x
BUDGET_ADMIN_DESC;;;;;;;;;;;;;x
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;;;x
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;;;x
BUDGET_TARIFF_DESC;;;;;;;;;;;;;x
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;;;x
BUDGET_BALANCE_DESC;;;;;;;;;;;;;x
BUDGET_DEBT_DESC;;;;;;;;;;;;;x
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;;;x
BUDGET_INTEREST_DESC;;;;;;;;;;;;;x
BUDGET_CLOSE_WINDOW;財政画面を閉じる;;;;;;;;;;;;x
BUDGET_TOTAL_EXPENSE;総支出: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_ADMINISTRATION;行政費: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_EXPENSE_SLIDER_EDUCATION;教育費: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_SOCIAL_SPENDING;社会保障費: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_MILITARY_SPENDING;軍事費: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_INTEREST;利子: §Y$VAL$§W;;;;;;;;;;;;x
REMOVE_BUDGET_IMPORTS;輸入: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SUPPLYCOSTS;補給コスト: §Y$VAL$§W;;;;;;;;;;;;x
BUDGET_TAX;§Y$VAL$§W;;;;;;;;;;;;x
